,x,y,label
0,-0.8850391318949482,0.621321903255124,0
1,0.0032074411207297033,-0.7461757600142239,1
2,-0.8657043618242234,-0.0048274242225450625,1
3,-0.4195850865138399,0.6771568202939002,1
4,0.5673856569819924,-0.5124777746103966,1
5,-0.6671615362643804,0.4721327885078085,1
6,-0.900559294843437,-0.4236483963811405,0
7,0.4945640445709833,0.6169348514402977,1
8,0.47929355884858216,0.7269108327003172,1
9,0.8833302769977288,0.3726784970929169,0
10,0.9468006809152976,0.12580736536913098,0
11,-0.06198696276635651,0.9222068849099885,0
12,0.7009050002565447,-0.31050755410370423,1
13,0.03625671039691459,-0.858569196760565,1
14,-0.9431829874015237,-0.24220452594921832,0
15,-0.937755011580151,0.22171662507706746,0
16,0.6332001252379262,-0.49389183316535124,1
17,0.6803898011344705,0.7126839801673486,0
18,-0.3537824776744063,-0.9701901531947965,0
19,-0.6622617838265509,-0.5611390937448646,1
20,0.9352954087498245,-0.21078114583384533,0
21,-0.2902024037857217,-0.972100911570405,0
22,0.9507257158864452,0.353713082413246,0
23,0.8880697674519199,-0.3601225047936082,0
24,-1.013849730817545,-0.2843442853710925,0
25,-0.5198031147054913,-0.42969408469643383,1
26,-0.3271948186949031,-0.9424528363126152,0
27,0.23088081356148965,-0.9522314858674773,0
28,0.765586550494524,0.6259387591247054,0
29,-0.7183283874923795,0.0581023202474595,1
30,-0.353811385304438,-0.8998272916119793,0
31,0.47003982259127697,0.8579558541220238,0
32,-0.8066676619427583,-0.13202841324167414,1
33,-0.6045813432037722,0.528159101795549,1
34,-0.2522629394176105,0.8296358666357834,1
35,-0.22334136136059415,0.9867203757055308,0
36,-1.0206202057545541,0.23122759081473693,0
37,-0.6470285995544708,-0.7566676386133427,0
38,0.8709394461629372,0.5145114888990554,0
39,-0.8724537729324923,0.5022352014805057,0
40,-0.8133433511293007,0.5530098492105956,0
41,-0.05165963576473996,1.0117931807370955,0
42,0.3850074569245979,-0.7874512289559855,1
43,0.7422576858699272,-0.17564235077648077,1
44,0.8008170609978912,-0.46103393512465557,0
45,-0.04228546059736804,1.0375161691343602,0
46,0.6593738410172494,-0.76130859108994,0
47,0.7802672196134852,0.5350976242234606,1
48,-0.46315381686356066,-0.9461309778488348,0
49,-0.729104819639662,0.3824507824415727,1
50,1.041725264160992,0.1782714765959069,0
51,-0.28446478172799233,-0.8042987528552223,1
52,0.6360627790002535,0.7338976678527132,0
53,0.13712461331344433,1.0221835946569053,0
54,-0.504612980812745,0.909219697851653,0
55,-0.5729426645768436,-0.5747844595957465,1
56,0.14898521754655403,1.006701536459351,0
57,0.9557497290502591,-0.27762608725523313,0
58,-1.0099779845643893,0.008172148719167882,0
59,-0.30172438385320804,0.9265673087793248,0
60,0.27721474450444555,-0.912501943112128,0
61,-0.43100033948193694,-0.6836187658631279,1
62,0.8867935534912955,0.40404579924136647,0
63,0.7344225207536169,0.43038621871249094,1
64,-0.044840751142837934,-0.9569077195139067,0
65,-0.015420043646071514,0.8738492316827222,1
66,-0.7022721408283109,-0.06221133756990713,1
67,0.0882168460357342,0.7649788648151745,1
68,-0.41634914935074113,0.6051144649595388,1
69,0.9383110735251572,-0.36739820483089175,0
70,-0.6308030281235129,-0.5166048482056532,1
71,0.5796152033662527,-0.6615571927332714,0
72,-0.2802451250972326,0.7797757144486663,1
73,-0.18043967166941902,1.0055347681259967,0
74,0.021366572589132368,0.8340173863568439,1
75,-0.7213027886954932,-0.30704734595483774,1
76,-0.017189803627142272,0.7266259176538024,1
77,-0.8916870551807126,-0.5359502708987655,0
78,0.8307327146106774,-0.17242387422287217,1
79,0.13937189129933655,-0.8414160728036396,1
80,0.1269033474611748,0.8090310592546193,1
81,0.7930863956278122,-0.6633482957711023,0
82,0.6932047479090041,0.1918768465159404,1
83,0.8842459269057529,0.10314760028240846,1
84,0.8004732529693346,-0.6335821504653216,0
85,0.9025569031590742,0.27102330826362897,0
86,0.23076183081664114,-0.7165939781355771,1
87,-0.04506092646075085,-0.7231248630128075,1
88,0.280267076725083,1.0816898257854577,0
89,-0.9114461154041393,-0.4845302258865426,0
90,0.09756900401914301,-0.9253941371427847,0
91,-0.8595830685276811,0.44513446443688887,0
92,0.5668670354923109,-0.7046770338040913,1
93,0.8430972204228872,0.4806344595854588,0
94,0.871765116434213,0.08774976197767674,1
95,0.688688653604274,0.5398774913804142,1
96,0.9409464420692113,0.06030997942010437,0
97,-0.04083036114273007,-0.7480731193267898,1
98,0.3909192427695991,-0.8855235501922644,0
99,1.0298981317878533,0.19215873252658608,0
100,-0.7233026888337487,0.3068484273176133,1
101,0.018838104775988435,-0.9776276453863758,0
102,-0.6720977383084906,0.42982879819518793,1
103,-0.06751823599415613,-0.9954851907569046,0
104,0.8505996680324108,-0.3915491669863966,0
105,0.13444970134774623,-0.9418070289866247,0
106,0.8324151497527,-0.2470546536245391,1
107,-0.99282374523665,0.07770631812950143,0
108,-0.8786577327868466,0.3910703040187832,0
109,0.793530925227509,-0.13647471513608292,1
110,-0.11048532482924298,-0.7837259551929914,1
111,-0.6580370484831684,-0.6367716110066789,0
112,0.9493781733034851,0.3123588204898623,0
113,0.5175197585869648,0.5137824379582113,1
114,-0.8063312225509771,-0.16771882576527952,1
115,-0.732235290941388,0.27025595305000627,1
116,0.7900244684237779,-0.0905179532476276,1
117,0.22716055476461483,0.8239137649982539,1
118,0.4623692699538574,0.6179280323201272,1
119,-0.5631963506246696,-0.7560966114295352,0
120,0.8837149748641752,0.46274103836271674,0
121,-0.3074849793625656,-0.8987478593037123,0
122,0.50394001795405,-0.8009374677305913,0
123,-0.07238784996744077,-0.9519570197441722,1
124,-0.5188030460449357,-0.9018659386487914,0
125,-0.7749810330816808,0.21140599826829926,1
126,-0.8060131658063776,0.7045815374313751,0
127,0.2534042886578204,0.7892100279991467,1
128,0.1191640697593396,-0.8120684842867578,1
129,0.7992134535654143,0.19401964287076442,1
130,-0.49666621469385824,-0.5492974997262646,1
131,0.9757207548645361,0.10346099015988337,0
132,0.8885873958458929,-0.42696788318728396,0
133,0.5869658134036366,-0.3447205310113365,1
134,0.7270702795373937,-0.09455027071779137,1
135,-0.1218196725782802,1.055556368879216,0
136,-0.9393181118040725,0.3151807343079004,0
137,0.8865408662592946,0.013003655825559277,1
